average,std
13.026570048309178,12.145724256051198
20.966183574879228,20.75358804727186
32.42512077294686,27.476040451609062
40.60024154589372,34.445200473947715
50.01690821256039,40.594313208095855
58.20169082125604,46.61388471634662
63.6207729468599,48.907890883853305
70.19444444444444,54.23695210801138
76.67753623188406,57.47762536922029
83.36352657004831,63.50949545291693
87.3828502415459,67.25935486604742
92.78019323671498,68.61866898516753
97.79710144927536,70.82005769066097
101.44202898550725,73.77476017172333
106.98429951690821,71.43023686788443
111.09903381642512,73.58469666722526
115.47342995169082,73.78638392991503
119.69082125603865,74.36850771600334
125.96980676328502,75.08526751332248
129.08091787439614,74.12102958794372
135.6256038647343,75.32756115822399
140.57971014492753,73.85129773872468
146.5084541062802,78.99037534489327
149.70893719806764,75.27011626946167
154.66304347826087,75.43105587071585
157.32125603864733,75.81013776398476
163.12077294685992,76.64760256598179
165.70772946859904,75.53294759334746
168.981884057971,72.30107415513656
172.84299516908212,74.00177558070209
173.40700483091788,68.2506378318834
177.6413043478261,69.81089421398126
180.27898550724638,68.83152219208858
181.32608695652175,68.47054055092185
185.04830917874395,69.11083015683728
187.14734299516908,69.37063538217593
189.68115942028984,69.93186665272829
192.9951690821256,70.14152343651773
195.78864734299518,71.0354236772816
202.05072463768116,76.59118740036354
205.48792270531402,77.7277771588874
209.47946859903382,77.6954031163884
213.12077294685992,79.85578730782329
217.2391304347826,85.95357872632304
222.45531400966183,88.14066591914037
223.84178743961354,92.04503121145706
228.56521739130434,89.59907666355944
230.29468599033817,92.14238939517536
234.26932367149757,92.15356159170048
223.90217391304347,88.41984467568447
13.294685990338165,43.967270663934755
21.783816425120772,59.89251950520429
30.54951690821256,68.07113863617649
39.19565217391305,79.705392809597
45.96980676328502,85.62109150548525
56.67512077294686,104.8851315978553
64.61352657004831,105.76361579355896
66.68599033816425,102.88452298295337
74.8780193236715,113.50889364776543
74.35628019323671,113.88664960452438
87.70893719806763,125.94131010762145
85.73309178743962,119.40575495160033
90.67995169082126,129.03907296508484
92.23309178743962,131.23212099658417
93.00966183574879,120.85077796467945
104.02536231884058,143.41260222702095
113.3792270531401,148.8664451973068
112.63888888888889,136.65802830501656
116.39492753623189,146.24759735709924
127.84661835748793,153.6417562904177
135.77898550724638,165.56631169429647
146.42874396135267,175.29691442692626
141.9987922705314,160.42807694707784
152.48067632850243,169.36283938847433
159.1280193236715,174.03457104906343
162.69444444444446,173.58123192158763
167.7644927536232,172.93709963468424
166.2427536231884,166.95399221079703
166.7342995169082,168.9384215411595
173.09057971014494,174.2628304195921
168.37077294685992,177.03219354562736
168.56763285024155,154.8610925513056
167.57729468599032,159.65939006875143
164.225845410628,155.73072560426905
169.90096618357487,163.1306931345072
171.72222222222223,158.87874828286914
163.0169082125604,146.6347040406472
165.7596618357488,147.29087841949388
167.4673913043478,150.93361675300028
172.06400966183574,155.67987719558607
168.0108695652174,148.0565766247908
176.33091787439614,155.70489292814855
176.8671497584541,157.7658686387365
171.6002415458937,155.06236348640493
182.3804347826087,159.01944083684288
178.20289855072463,167.24460633780188
178.38768115942028,157.1703303642163
183.66908212560386,149.79453451529898
185.8804347826087,168.11115041116275
169.3719806763285,148.57711375520026
0.23550724637681159,0.5305590058072168
0.2995169082125604,0.5976198834346387
0.48792270531400966,0.8461901168368103
0.6135265700483091,0.9104389916444665
0.7330917874396136,1.04489400626508
0.9142512077294686,1.1457292235964347
1.0205314009661837,1.2610147388985162
1.036231884057971,1.2668730969652504
1.2596618357487923,1.313793740251921
1.2705314009661837,1.3679390357525874
1.252415458937198,1.326178797977658
1.4734299516908214,1.4556301899604005
1.434782608695652,1.4335011112073852
1.4722222222222223,1.4109480106586265
1.6014492753623188,1.490095424135943
1.6775362318840579,1.5722926174138856
1.6364734299516908,1.4872966521241269
1.8103864734299517,1.60209354139282
1.815217391304348,1.5325487362787271
1.932367149758454,1.7004590742704417
1.9565217391304348,1.6212786384333984
2.0181159420289854,1.7267182371815666
2.138888888888889,1.7057121204634347
2.183574879227053,1.7152683971742708
2.1908212560386473,1.734089244852582
2.3393719806763285,1.8110091647928537
2.258454106280193,1.746871192409335
2.3417874396135265,1.8105548548316106
2.4033816425120773,1.800184683024588
2.4541062801932365,1.7484486010299674
2.497584541062802,1.8980651122627592
2.5615942028985508,1.845433944638595
2.5615942028985508,1.8070777032731264
2.6280193236714977,1.8835128655261266
2.6159420289855073,1.907229307002596
2.743961352657005,1.9479085175411297
2.7065217391304346,1.9944623767403395
2.8128019323671496,1.910429138222661
2.8731884057971016,2.052947916552715
2.904589371980676,2.0522941565025667
2.9589371980676327,1.9965561729166232
3.0519323671497585,2.1716127792630635
3.0072463768115942,2.0048120015404662
3.132850241545894,2.13872351016552
3.109903381642512,2.182771471091905
3.1340579710144927,2.1803136450617053
3.356280193236715,2.239817901230029
3.289855072463768,2.258220298419549
3.2198067632850242,2.2072550468594754
3.2657004830917873,2.111489701734576
0.8526570048309179,1.1452612693651774
1.1859903381642511,1.3775974534921303
2.0917874396135265,1.9526472043296854
2.4456521739130435,2.2188679131969713
3.0072463768115942,2.5693183464462757
3.508454106280193,2.82221621664564
3.9323671497584543,2.9790355571406497
4.369565217391305,3.3240655661792786
4.705314009661835,3.4466423867261953
4.979468599033816,3.4985592214260968
5.2729468599033815,3.5284068077591146
5.795893719806763,4.023857901793414
6.0772946859903385,4.143421119678268
6.269323671497585,4.19496777282538
6.67512077294686,4.354963780156695
7.091787439613527,4.6131800461712915
7.28743961352657,4.400756052190866
7.636473429951691,4.580674921055392
8.13768115942029,4.786038515441298
8.54951690821256,4.81078822455339
8.919082125603865,4.848623802760429
9.492753623188406,5.092022334139527
9.770531400966183,5.009459767003478
10.082125603864734,5.573012899365494
10.56159420289855,5.732551629349254
10.573671497584542,5.35531092646723
11.03623188405797,5.524310900200603
11.26328502415459,5.654569767623836
11.543478260869565,5.597989069434496
11.815217391304348,5.663119975004216
11.741545893719806,5.690348089381575
12.054347826086957,5.600482461513679
11.853864734299517,5.509249757445723
12.159420289855072,5.728452223884516
12.190821256038648,5.588100954027086
11.966183574879228,5.440394311611721
12.48913043478261,5.903706173824329
12.618357487922705,5.7293423257586
12.61111111111111,5.638760975203721
13.117149758454106,5.969491323281392
13.28743961352657,6.144947000394537
13.481884057971014,5.995039038128363
13.507246376811594,6.298431340031863
13.96376811594203,6.536677737934724
14.33816425120773,6.57742020349985
14.280193236714975,6.414713157281143
14.54951690821256,6.563786778078002
14.640096618357488,6.464577280144058
15.233091787439614,6.86973454797862
14.1243961352657,6.239598803960171
7.777777777777778,7.055945441698167
13.81400966183575,11.46236002964407
19.41062801932367,14.19032068188972
24.57125603864734,16.82191447591288
30.635265700483092,20.331012288575195
34.977053140096615,21.998094010806646
39.19927536231884,24.28221053090453
43.9975845410628,26.364410097125685
47.22826086956522,27.336334642036697
51.63768115942029,29.82528237953689
54.132850241545896,31.76999515831274
58.3768115942029,33.68851412628594
60.05797101449275,33.92377818460085
65.47101449275362,36.72755656245184
67.73550724637681,36.98379126766401
70.53743961352657,36.790237089956925
74.81763285024155,37.579922281024075
78.3707729468599,38.043154568824605
81.47463768115942,38.99365839979786
86.3623188405797,38.99667557284966
89.70652173913044,40.591307057973
92.85628019323671,40.09110845895116
97.5,41.609453473429426
99.81521739130434,41.33787270919759
103.03623188405797,41.9633626872719
105.65942028985508,42.92544874999648
109.1340579710145,43.64439801092197
109.73309178743962,42.95647180752855
115.0048309178744,43.9707025413086
117.23188405797102,44.7728496472187
118.31763285024155,43.75971200084162
121.2512077294686,43.62058843317414
122.92632850241546,44.28392291282572
125.22946859903382,46.17144590139912
127.66787439613526,46.468025283442785
129.3586956521739,46.69598545095579
128.70531400966183,46.8810564089822
133.93961352657004,49.674507948718094
135.53864734299518,49.45717128392033
137.17632850241546,50.3594357890707
141.5048309178744,52.28247991565465
144.1147342995169,51.08487420237421
146.41062801932367,52.92730848686302
149.76207729468598,55.61961181879332
152.18719806763286,56.64972023138422
154.21618357487924,56.56100873487315
158.0253623188406,59.31004741106301
159.52053140096618,60.107679653608336
163.72946859903382,59.199117463128324
155.91304347826087,57.4665386688867
36.03260869565217,41.412443571548486
61.31521739130435,69.06029648821165
87.83091787439614,78.35058650963553
108.33816425120773,90.18927570228342
139.25,116.97478593046563
156.73792270531402,120.21114741501556
178.1195652173913,139.6879163171545
199.4915458937198,148.75337425970832
210.8780193236715,153.7655403557892
233.1074879227053,179.57910880930055
241.48067632850243,172.55617544604635
263.5157004830918,189.54205808337193
268.1352657004831,181.90927441625732
289.43719806763283,198.82478915003273
297.7306763285024,197.65996072410726
317.42874396135267,204.94948357167618
328.2669082125604,202.22718251851813
340.70531400966183,199.88431466006435
353.79347826086956,198.35119175713712
370.9142512077295,200.13935637654112
384.82608695652175,205.75651901354706
399.55917874396135,206.47056527254247
406.55917874396135,195.2206669815387
422.2512077294686,204.34326213196906
433.07487922705315,199.14201035146039
434.8973429951691,183.87290255080336
448.6050724637681,194.07208886069424
451.84541062801935,193.39853414733687
473.52777777777777,194.41835823981643
474.3768115942029,193.1009111261694
477.67995169082127,185.577698961078
497.2330917874396,195.75446766356984
495.3973429951691,189.36972844388657
514.8405797101449,206.43549177970974
518.5833333333334,200.19076424593612
528.1437198067633,201.41145036910444
529.1992753623189,211.08776284442285
552.1727053140097,215.6326673442932
555.8079710144928,207.96594408175486
557.957729468599,209.6448847022059
585.3333333333334,231.68549084193137
585.364734299517,224.0388376717659
598.3176328502416,236.93324816331256
610.1014492753624,236.19226661661426
625.4021739130435,251.36804212940385
626.981884057971,248.1349288361629
638.0712560386473,248.8190580854656
649.3478260869565,268.03363817052195
662.5229468599034,259.8380593875575
627.2198067632851,253.69566954875037
20.02415458937198,20.90343327867471
34.421497584541065,31.716511064203498
48.77415458937198,39.28993501967773
62.977053140096615,50.37874144302981
77.66545893719807,59.48972155899024
88.3792270531401,63.754633465274054
101.95531400966183,76.47019048065576
112.84178743961353,80.30114119963974
122.00603864734299,85.67575213908273
131.55193236714976,94.14902853221929
137.97826086956522,96.13195194322769
150.8743961352657,103.46230227375142
152.55193236714976,99.69470769626022
164.1400966183575,106.7352912673359
170.475845410628,108.45614285877122
180.40096618357487,111.58919483921187
185.56884057971016,106.9759955245218
194.18236714975845,108.14920507635648
201.54227053140096,109.30321430610638
210.69685990338164,107.73653290105803
217.27777777777777,110.47411063095014
226.56159420289856,110.85278710547931
233.63888888888889,108.99043207894798
238.4963768115942,107.48966352468634
245.54347826086956,108.68748930701754
248.5012077294686,102.82771928625984
256.6159420289855,107.32683991950825
258.012077294686,105.061334048783
267.34299516908214,102.92979051083239
268.981884057971,104.64864568542356
273.45531400966183,101.33008758757323
281.5289855072464,103.3832529277703
284.3707729468599,105.78805474826483
289.6316425120773,109.52349940289866
294.59057971014494,108.3316510823775
301.3659420289855,109.93309405523446
302.05193236714973,114.46843523586789
311.17995169082127,118.09467762388556
315.4347826086956,115.22989768966688
316.9033816425121,116.87650007062041
329.4178743961353,124.5483309147339
333.92149758454104,122.25807174948477
340.09420289855075,129.01197680692414
348.10869565217394,132.0033222087387
355.39009661835746,138.9763082318318
357.77777777777777,138.74884823959928
362.201690821256,139.46648393814428
368.7355072463768,145.48877754455623
374.463768115942,145.0240106433965
358.5132850241546,136.7012454216736
